,source,target,type
5006,A62,B724,Both
5007,A107,B997,Both
5008,A83,B922,Both
5009,A17,B133,Both
5010,A525,B306,Both
5011,A104,B184,Both
5012,A307,B327,Both
5013,A163,B760,Both
5014,A414,B958,Both
5015,A195,B696,Both
5016,A638,B568,Both
5017,A401,B393,Both
5018,A723,B50,Both
5019,A552,B216,Both
5020,A432,B543,Both
5021,A287,B195,Both
5022,A567,B642,Both
5023,A51,B300,Both
5024,A3,B222,Both
5025,A257,B67,Both
5026,A344,B426,Both
5027,A329,B470,Both
5028,A779,B748,Both
5029,A344,B364,Both
5030,A835,B296,Both
5031,A731,B470,Both
5032,A9,B942,Both
5033,A753,B417,Both
5034,A438,B414,Both
5035,A901,B596,Both
5036,A350,B753,Both
5037,A111,B317,Both
5038,A702,B451,Both
5039,A802,B778,Both
5040,A46,B201,Both
5041,A211,B341,Both
5042,A629,B863,Both
5043,A199,B791,Both
5044,A63,B812,Both
5045,A343,B675,Both
5046,A84,B910,Both
5047,A724,B935,Both
5048,A794,B388,Both
5049,A756,B134,Both
5050,A288,B162,Both
5051,A699,B563,Both
5052,A648,B646,Both
5053,A472,B472,Both
5054,A525,B28,Both
5055,A917,B476,Both
5056,A701,B663,Both
5057,A784,B367,Both
5058,A134,B755,Both
5059,A157,B323,Both
5060,A943,B400,Both
5061,A365,B689,Both
5062,A752,B747,Both
5063,A653,B482,Both
5064,A575,B953,Both
5065,A996,B345,Both
5066,A834,B900,Both
5067,A327,B56,Both
5068,A567,B777,Both
5069,A935,B217,Both
5070,A702,B429,Both
5071,A956,B302,Both
5072,A963,B497,Both
5073,A493,B750,Both
5074,A153,B850,Both
5075,A342,B282,Both
5076,A410,B900,Both
5077,A963,B230,Both
5078,A516,B570,Both
5079,A659,B617,Both
5080,A890,B85,Both
5081,A203,B419,Both
5082,A761,B430,Both
5083,A90,B6,Both
5084,A350,B437,Both
5085,A128,B173,Both
5086,A709,B281,Both
5087,A656,B776,Both
5088,A361,B375,Both
5089,A679,B654,Both
5090,A5,B149,Both
5091,A301,B391,Both
5092,A453,B48,Both
5093,A147,B758,Both
5094,A837,B800,Both
5095,A341,B430,Both
5096,A943,B325,Both
5097,A449,B879,Both
5098,A734,B301,Both
5099,A541,B841,Both
5100,A211,B959,Both
5101,A757,B990,Both
5102,A198,B172,Both
5103,A149,B347,Both
5104,A662,B564,Both
5105,A537,B235,Both
5106,A854,B692,Both
5107,A340,B18,Both
5108,A946,B202,Both
5109,A413,B470,Both
5110,A447,B617,Both
5111,A997,B60,Both
5112,A411,B651,Both
5113,A442,B236,Both
5114,A443,B430,Both
5115,A982,B936,Both
5116,A768,B690,Both
5117,A759,B452,Both
5118,A254,B959,Both
5119,A243,B456,Both
5120,A595,B304,Both
5121,A91,B88,Both
5122,A555,B904,Both
5123,A745,B519,Both
5124,A617,B91,Both
5125,A618,B646,Both
5126,A766,B589,Both
5127,A123,B214,Both
5128,A985,B742,Both
5129,A120,B714,Both
5130,A767,B893,Both
5131,A704,B8,Both
5132,A450,B578,Both
5133,A423,B831,Both
5134,A724,B998,Both
5135,A965,B651,Both
5136,A369,B904,Both
5137,A868,B142,Both
5138,A50,B931,Both
5139,A488,B635,Both
5140,A501,B643,Both
5141,A718,B401,Both
5142,A415,B652,Both
5143,A642,B318,Both
5144,A468,B818,Both
5145,A97,B369,Both
5146,A386,B624,Both
5147,A686,B180,Both
5148,A927,B329,Both
5149,A115,B51,Both
5150,A326,B920,Both
5151,A489,B396,Both
5152,A455,B266,Both
5153,A881,B553,Both
5154,A357,B660,Both
5155,A290,B765,Both
5156,A65,B461,Both
5157,A446,B637,Both
5158,A707,B115,Both
5159,A361,B22,Both
5160,A773,B760,Both
5161,A472,B444,Both
5162,A723,B306,Both
5163,A709,B294,Both
5164,A797,B444,Both
5165,A158,B180,Both
5166,A958,B781,Both
5167,A282,B586,Both
5168,A380,B569,Both
5169,A824,B477,Both
5170,A333,B610,Both
5171,A988,B194,Both
5172,A220,B142,Both
5173,A357,B762,Both
5174,A117,B180,Both
5175,A690,B738,Both
5176,A84,B183,Both
5177,A749,B419,Both
5178,A762,B594,Both
5179,A932,B298,Both
5180,A64,B724,Both
5181,A361,B407,Both
5182,A230,B285,Both
5183,A781,B558,Both
5184,A675,B104,Both
5185,A289,B128,Both
5186,A869,B145,Both
5187,A330,B75,Both
5188,A931,B561,Both
5189,A133,B569,Both
5190,A926,B848,Both
5191,A465,B889,Both
5192,A446,B632,Both
5193,A935,B638,Both
5194,A513,B453,Both
5195,A629,B589,Both
5196,A868,B133,Both
5197,A438,B557,Both
5198,A628,B221,Both
5199,A473,B199,Both
5200,A348,B94,Both
5201,A850,B255,Both
5202,A960,B59,Both
5203,A831,B791,Both
5204,A903,B17,Both
5205,A960,B445,Both
5206,A204,B189,Both
5207,A223,B704,Both
5208,A418,B381,Both
5209,A992,B459,Both
5210,A377,B461,Both
5211,A325,B355,Both
5212,A503,B224,Both
5213,A811,B514,Both
5214,A691,B710,Both
5215,A191,B81,Both
5216,A765,B873,Both
5217,A485,B694,Both
5218,A557,B513,Both
5219,A608,B799,Both
5220,A589,B219,Both
5221,A929,B239,Both
5222,A220,B500,Both
5223,A11,B739,Both
5224,A920,B179,Both
5225,A117,B830,Both
5226,A258,B998,Both
5227,A910,B176,Both
5228,A430,B308,Both
5229,A304,B925,Both
5230,A837,B315,Both
5231,A669,B585,Both
5232,A521,B788,Both
5233,A731,B633,Both
5234,A145,B810,Both
5235,A926,B297,Both
5236,A696,B667,Both
5237,A342,B16,Both
5238,A246,B940,Both
5239,A27,B113,Both
5240,A490,B574,Both
5241,A776,B201,Both
5242,A886,B329,Both
5243,A793,B524,Both
5244,A26,B358,Both
5245,A405,B817,Both
5246,A354,B278,Both
5247,A722,B271,Both
5248,A500,B223,Both
5249,A62,B815,Both
5250,A10,B749,Both
5251,A669,B800,Both
5252,A185,B106,Both
5253,A993,B707,Both
5254,A802,B305,Both
5255,A542,B28,Both
5256,A388,B823,Both
5257,A298,B525,Both
5258,A963,B624,Both
5259,A54,B187,Both
5260,A22,B927,Both
5261,A387,B230,Both
5262,A811,B512,Both
5263,A608,B208,Both
5264,A83,B114,Both
5265,A734,B635,Both
5266,A257,B863,Both
5267,A234,B796,Both
5268,A160,B697,Both
5269,A971,B620,Both
5270,A340,B276,Both
5271,A680,B502,Both
5272,A163,B743,Both
5273,A338,B842,Both
5274,A823,B951,Both
5275,A816,B549,Both
5276,A322,B218,Both
5277,A95,B868,Both
5278,A58,B272,Both
5279,A239,B642,Both
5280,A922,B819,Both
5281,A946,B531,Both
5282,A530,B507,Both
5283,A171,B664,Both
5284,A341,B726,Both
5285,A156,B133,Both
5286,A243,B898,Both
5287,A106,B338,Both
5288,A525,B780,Both
5289,A226,B407,Both
5290,A925,B847,Both
5291,A856,B25,Both
5292,A321,B314,Both
5293,A324,B783,Both
5294,A62,B738,Both
5295,A793,B216,Both
5296,A683,B453,Both
5297,A492,B663,Both
5298,A556,B880,Both
5299,A345,B524,Both
5300,A526,B979,Both
5301,A100,B910,Both
5302,A990,B532,Both
5303,A820,B232,Both
5304,A408,B68,Both
5305,A295,B239,Both
5306,A724,B623,Both
5307,A930,B225,Both
5308,A416,B285,Both
5309,A936,B379,Both
5310,A393,B548,Both
5311,A254,B646,Both
5312,A457,B667,Both
5313,A376,B738,Both
5314,A208,B659,Both
5315,A137,B292,Both
5316,A665,B110,Both
5317,A186,B237,Both
5318,A799,B695,Both
5319,A863,B317,Both
5320,A514,B115,Both
5321,A268,B312,Both
5322,A556,B302,Both
5323,A590,B131,Both
5324,A741,B505,Both
5325,A927,B350,Both
5326,A953,B360,Both
5327,A96,B537,Both
5328,A849,B712,Both
5329,A442,B596,Both
5330,A103,B835,Both
5331,A638,B470,Both
5332,A319,B879,Both
5333,A502,B760,Both
5334,A163,B134,Both
5335,A963,B254,Both
5336,A721,B784,Both
5337,A757,B626,Both
5338,A260,B773,Both
5339,A741,B421,Both
5340,A772,B439,Both
5341,A570,B711,Both
5342,A208,B584,Both
5343,A924,B332,Both
5344,A555,B55,Both
5345,A545,B520,Both
5346,A890,B380,Both
5347,A943,B490,Both
5348,A558,B786,Both
5349,A52,B80,Both
5350,A122,B75,Both
5351,A521,B878,Both
5352,A825,B933,Both
5353,A606,B229,Both
5354,A103,B786,Both
5355,A229,B86,Both
5356,A783,B456,Both
5357,A70,B977,Both
5358,A169,B814,Both
5359,A335,B605,Both
5360,A569,B334,Both
5361,A938,B652,Both
5362,A692,B104,Both
5363,A329,B263,Both
5364,A295,B363,Both
5365,A878,B869,Both
5366,A170,B935,Both
5367,A847,B878,Both
5368,A959,B966,Both
5369,A366,B927,Both
5370,A791,B28,Both
5371,A519,B432,Both
5372,A755,B449,Both
5373,A409,B3,Both
5374,A3,B525,Both
5375,A884,B335,Both
5376,A781,B119,Both
5377,A571,B728,Both
5378,A568,B480,Both
5379,A603,B9,Both
5380,A118,B708,Both
5381,A215,B491,Both
5382,A805,B772,Both
5383,A662,B606,Both
5384,A160,B320,Both
5385,A652,B93,Both
5386,A635,B836,Both
5387,A267,B925,Both
5388,A589,B743,Both
5389,A837,B984,Both
5390,A352,B840,Both
5391,A654,B423,Both
5392,A725,B891,Both
5393,A195,B764,Both
5394,A52,B379,Both
5395,A395,B860,Both
5396,A390,B576,Both
5397,A842,B637,Both
5398,A109,B361,Both
5399,A645,B973,Both
5400,A389,B570,Both
5401,A619,B976,Both
5402,A606,B228,Both
5403,A456,B749,Both
5404,A411,B146,Both
5405,A512,B859,Both
5406,A686,B576,Both
5407,A507,B107,Both
5408,A760,B908,Both
5409,A395,B143,Both
5410,A193,B482,Both
5411,A142,B408,Both
5412,A547,B60,Both
5413,A960,B417,Both
5414,A292,B142,Both
5415,A437,B580,Both
5416,A385,B196,Both
5417,A937,B594,Both
5418,A817,B269,Both
5419,A191,B217,Both
5420,A278,B532,Both
5421,A284,B702,Both
5422,A776,B318,Both
5423,A290,B450,Both
5424,A868,B880,Both
5425,A736,B341,Both
5426,A17,B488,Both
5427,A872,B211,Both
5428,A412,B396,Both
5429,A752,B56,Both
5430,A965,B951,Both
5431,A173,B45,Both
5432,A903,B330,Both
5433,A278,B533,Both
5434,A735,B77,Both
5435,A507,B526,Both
5436,A633,B902,Both
5437,A484,B484,Both
5438,A675,B882,Both
5439,A46,B204,Both
5440,A191,B53,Both
5441,A356,B544,Both
5442,A274,B13,Both
5443,A817,B424,Both
5444,A942,B535,Both
5445,A642,B120,Both
5446,A635,B966,Both
5447,A401,B656,Both
5448,A56,B975,Both
5449,A305,B546,Both
5450,A665,B141,Both
5451,A406,B551,Both
5452,A928,B762,Both
5453,A424,B308,Both
5454,A231,B200,Both
5455,A613,B923,Both
5456,A821,B746,Both
5457,A736,B282,Both
5458,A712,B243,Both
5459,A916,B19,Both
5460,A157,B503,Both
5461,A794,B153,Both
5462,A47,B242,Both
5463,A948,B835,Both
5464,A202,B374,Both
5465,A327,B838,Both
5466,A700,B448,Both
5467,A529,B499,Both
5468,A668,B329,Both
5469,A284,B543,Both
5470,A699,B941,Both
5471,A595,B13,Both
5472,A248,B73,Both
5473,A425,B416,Both
5474,A499,B840,Both
5475,A550,B327,Both
5476,A184,B952,Both
5477,A984,B312,Both
5478,A401,B96,Both
5479,A727,B793,Both
5480,A223,B934,Both
5481,A686,B728,Both
5482,A146,B916,Both
5483,A552,B432,Both
5484,A108,B546,Both
5485,A548,B500,Both
5486,A280,B877,Both
5487,A731,B289,Both
5488,A990,B24,Both
5489,A208,B59,Both
5490,A274,B521,Both
5491,A495,B670,Both
5492,A633,B587,Both
5493,A999,B73,Both
5494,A750,B669,Both
5495,A947,B901,Both
5496,A616,B716,Both
5497,A978,B283,Both
5498,A380,B986,Both
5499,A198,B721,Both
5500,A54,B955,Both
5501,A516,B610,Both
5502,A939,B619,Both
5503,A96,B722,Both
5504,A970,B42,Both
5505,A685,B678,Both
5506,A575,B174,Both
5507,A356,B189,Both
5508,A278,B180,Both
5509,A720,B184,Both
5510,A83,B824,Both
5511,A224,B883,Both
5512,A732,B193,Both
5513,A667,B832,Both
5514,A661,B99,Both
5515,A149,B947,Both
5516,A796,B798,Both
5517,A273,B582,Both
5518,A361,B100,Both
5519,A505,B155,Both
5520,A531,B994,Both
5521,A485,B10,Both
5522,A628,B251,Both
5523,A955,B811,Both
5524,A46,B877,Both
5525,A981,B916,Both
5526,A290,B528,Both
5527,A63,B120,Both
5528,A726,B399,Both
5529,A683,B406,Both
5530,A626,B346,Both
5531,A484,B608,Both
5532,A999,B261,Both
5533,A540,B298,Both
5534,A781,B519,Both
5535,A668,B430,Both
5536,A879,B939,Both
5537,A965,B205,Both
5538,A71,B494,Both
5539,A923,B983,Both
5540,A515,B300,Both
5541,A29,B613,Both
5542,A544,B39,Both
5543,A256,B913,Both
5544,A318,B90,Both
5545,A21,B7,Both
5546,A256,B461,Both
5547,A908,B931,Both
5548,A980,B358,Both
5549,A434,B123,Both
5550,A785,B766,Both
5551,A870,B628,Both
5552,A693,B406,Both
5553,A351,B62,Both
5554,A274,B981,Both
5555,A251,B713,Both
5556,A571,B414,Both
5557,A301,B279,Both
5558,A427,B832,Both
5559,A709,B146,Both
5560,A579,B423,Both
5561,A748,B919,Both
5562,A362,B783,Both
5563,A255,B169,Both
5564,A172,B174,Both
5565,A698,B859,Both
5566,A991,B587,Both
5567,A148,B353,Both
5568,A857,B114,Both
5569,A486,B183,Both
5570,A304,B105,Both
5571,A882,B60,Both
5572,A963,B224,Both
5573,A37,B860,Both
5574,A299,B823,Both
5575,A287,B987,Both
5576,A117,B423,Both
5577,A978,B331,Both
5578,A25,B294,Both
5579,A178,B115,Both
5580,A76,B230,Both
5581,A689,B698,Both
5582,A14,B578,Both
5583,A178,B914,Both
5584,A782,B688,Both
5585,A162,B190,Both
5586,A705,B251,Both
5587,A581,B988,Both
5588,A303,B258,Both
5589,A951,B716,Both
5590,A411,B815,Both
5591,A177,B491,Both
5592,A473,B94,Both
5593,A228,B388,Both
5594,A33,B409,Both
5595,A505,B945,Both
5596,A634,B893,Both
5597,A0,B542,Both
5598,A274,B806,Both
5599,A399,B462,Both
5600,A892,B391,Both
5601,A874,B26,Both
5602,A864,B264,Both
5603,A338,B399,Both
5604,A187,B27,Both
5605,A91,B506,Both
5606,A886,B982,Both
5607,A927,B814,Both
5608,A287,B168,Both
5609,A718,B108,Both
5610,A347,B265,Both
5611,A739,B42,Both
5612,A924,B615,Both
5613,A334,B126,Both
5614,A691,B215,Both
5615,A404,B727,Both
5616,A20,B249,Both
5617,A675,B102,Both
5618,A424,B815,Both
5619,A687,B0,Both
5620,A762,B549,Both
5621,A323,B563,Both
5622,A244,B425,Both
5623,A142,B670,Both
5624,A469,B110,Both
5625,A67,B25,Both
5626,A607,B424,Both
5627,A566,B770,Both
5628,A79,B127,Both
5629,A960,B365,Both
5630,A732,B160,Both
5631,A124,B195,Both
5632,A693,B228,Both
5633,A384,B994,Both
5634,A163,B202,Both
5635,A619,B729,Both
5636,A650,B180,Both
5637,A259,B673,Both
5638,A997,B743,Both
5639,A246,B392,Both
5640,A690,B805,Both
5641,A516,B613,Both
5642,A583,B787,Both
5643,A283,B474,Both
5644,A52,B392,Both
5645,A868,B100,Both
5646,A131,B80,Both
5647,A721,B920,Both
5648,A11,B133,Both
5649,A716,B687,Both
5650,A378,B592,Both
5651,A93,B350,Both
5652,A794,B788,Both
5653,A872,B304,Both
5654,A991,B56,Both
5655,A260,B817,Both
5656,A502,B803,Both
5657,A664,B407,Both
5658,A490,B703,Both
5659,A0,B658,Both
5660,A803,B418,Both
5661,A390,B457,Both
5662,A759,B237,Both
5663,A804,B888,Both
5664,A66,B774,Both
5665,A31,B671,Both
5666,A207,B997,Both
5667,A15,B739,Both
5668,A722,B564,Both
5669,A837,B663,Both
5670,A441,B208,Both
5671,A795,B979,Both
5672,A409,B736,Both
5673,A166,B399,Both
5674,A817,B267,Both
5675,A49,B931,Both
5676,A129,B62,Both
5677,A326,B475,Both
5678,A377,B495,Both
5679,A676,B691,Both
5680,A220,B929,Both
5681,A854,B749,Both
5682,A10,B1,Both
5683,A194,B100,Both
5684,A14,B468,Both
5685,A862,B484,Both
5686,A628,B715,Both
5687,A186,B585,Both
5688,A838,B926,Both
5689,A762,B481,Both
5690,A661,B118,Both
5691,A235,B991,Both
5692,A387,B933,Both
5693,A562,B928,Both
5694,A790,B116,Both
5695,A580,B48,Both
5696,A690,B973,Both
5697,A734,B257,Both
5698,A37,B102,Both
5699,A921,B57,Both
5700,A613,B589,Both
5701,A69,B92,Both
5702,A377,B29,Both
5703,A296,B257,Both
5704,A64,B106,Both
5705,A93,B17,Both
5706,A443,B607,Both
5707,A699,B233,Both
5708,A628,B592,Both
5709,A210,B152,Both
5710,A180,B203,Both
5711,A562,B361,Both
5712,A141,B711,Both
5713,A300,B557,Both
5714,A384,B677,Both
5715,A308,B33,Both
5716,A469,B288,Both
5717,A233,B629,Both
5718,A922,B709,Both
5719,A99,B610,Both
5720,A170,B641,Both
5721,A130,B150,Both
5722,A976,B125,Both
5723,A131,B890,Both
5724,A328,B889,Both
5725,A55,B350,Both
5726,A444,B245,Both
5727,A885,B818,Both
5728,A946,B690,Both
5729,A983,B411,Both
5730,A903,B784,Both
5731,A920,B163,Both
5732,A850,B892,Both
5733,A760,B441,Both
5734,A463,B189,Both
5735,A275,B963,Both
5736,A473,B152,Both
5737,A183,B934,Both
5738,A391,B105,Both
5739,A648,B18,Both
5740,A485,B79,Both
5741,A205,B282,Both
5742,A757,B265,Both
5743,A736,B86,Both
5744,A898,B288,Both
5745,A426,B562,Both
5746,A119,B668,Both
5747,A131,B0,Both
5748,A537,B673,Both
5749,A871,B836,Both
5750,A187,B51,Both
5751,A85,B772,Both
5752,A562,B788,Both
5753,A372,B527,Both
5754,A85,B74,Both
5755,A706,B69,Both
5756,A544,B259,Both
5757,A240,B490,Both
5758,A16,B382,Both
5759,A914,B467,Both
5760,A579,B156,Both
5761,A725,B7,Both
5762,A557,B219,Both
5763,A980,B586,Both
5764,A40,B612,Both
5765,A854,B305,Both
5766,A901,B736,Both
5767,A830,B143,Both
5768,A394,B720,Both
5769,A454,B434,Both
5770,A402,B59,Both
5771,A945,B932,Both
5772,A621,B171,Both
5773,A559,B723,Both
5774,A965,B441,Both
5775,A511,B961,Both
5776,A946,B702,Both
5777,A381,B881,Both
5778,A93,B631,Both
5779,A544,B264,Both
5780,A843,B859,Both
5781,A810,B181,Both
5782,A887,B505,Both
5783,A329,B298,Both
5784,A83,B729,Both
5785,A600,B46,Both
5786,A113,B157,Both
5787,A841,B532,Both
5788,A778,B843,Both
5789,A492,B444,Both
5790,A177,B183,Both
5791,A214,B278,Both
5792,A133,B300,Both
5793,A284,B743,Both
5794,A596,B319,Both
5795,A460,B860,Both
5796,A353,B19,Both
5797,A789,B276,Both
5798,A838,B264,Both
5799,A256,B196,Both
5800,A895,B931,Both
5801,A430,B162,Both
5802,A635,B873,Both
5803,A391,B74,Both
5804,A222,B972,Both
5805,A543,B366,Both
5806,A965,B201,Both
5807,A264,B497,Both
5808,A277,B775,Both
5809,A562,B110,Both
5810,A383,B606,Both
5811,A853,B761,Both
5812,A77,B574,Both
5813,A926,B798,Both
5814,A861,B275,Both
5815,A284,B835,Both
5816,A317,B639,Both
5817,A108,B295,Both
5818,A689,B345,Both
5819,A341,B161,Both
5820,A132,B898,Both
5821,A342,B710,Both
5822,A24,B862,Both
5823,A607,B861,Both
5824,A283,B683,Both
5825,A592,B462,Both
5826,A811,B744,Both
5827,A453,B478,Both
5828,A197,B547,Both
5829,A690,B515,Both
5830,A317,B480,Both
5831,A126,B870,Both
5832,A494,B22,Both
5833,A234,B739,Both
5834,A325,B199,Both
5835,A121,B800,Both
5836,A119,B626,Both
5837,A383,B759,Both
5838,A449,B664,Both
5839,A200,B863,Both
5840,A616,B356,Both
5841,A637,B809,Both
5842,A318,B602,Both
5843,A859,B981,Both
5844,A456,B631,Both
5845,A573,B514,Both
5846,A925,B523,Both
5847,A840,B237,Both
5848,A910,B231,Both
5849,A617,B41,Both
5850,A870,B529,Both
5851,A176,B852,Both
5852,A641,B707,Both
5853,A814,B722,Both
5854,A378,B944,Both
5855,A856,B790,Both
5856,A98,B349,Both
5857,A18,B606,Both
5858,A744,B92,Both
5859,A627,B988,Both
5860,A801,B826,Both
5861,A250,B916,Both
5862,A546,B655,Both
5863,A889,B786,Both
5864,A488,B106,Both
5865,A663,B588,Both
5866,A507,B241,Both
5867,A65,B632,Both
5868,A54,B90,Both
5869,A84,B559,Both
5870,A977,B553,Both
5871,A622,B972,Both
5872,A47,B533,Both
5873,A767,B215,Both
5874,A617,B498,Both
5875,A442,B531,Both
5876,A196,B454,Both
5877,A174,B99,Both
5878,A411,B586,Both
5879,A778,B56,Both
5880,A388,B445,Both
5881,A333,B636,Both
5882,A680,B787,Both
5883,A524,B252,Both
5884,A516,B288,Both
5885,A156,B54,Both
5886,A757,B519,Both
5887,A746,B259,Both
5888,A509,B826,Both
5889,A548,B520,Both
5890,A517,B373,Both
5891,A910,B878,Both
5892,A135,B950,Both
5893,A580,B457,Both
5894,A225,B722,Both
5895,A996,B521,Both
5896,A0,B523,Both
5897,A778,B167,Both
5898,A295,B715,Both
5899,A527,B503,Both
5900,A264,B260,Both
5901,A199,B802,Both
5902,A22,B12,Both
5903,A971,B662,Both
5904,A697,B189,Both
5905,A936,B84,Both
5906,A743,B254,Both
5907,A898,B345,Both
5908,A944,B357,Both
5909,A188,B317,Both
5910,A86,B847,Both
5911,A123,B359,Both
5912,A329,B186,Both
5913,A54,B132,Both
5914,A653,B937,Both
5915,A419,B684,Both
5916,A309,B821,Both
5917,A326,B428,Both
5918,A478,B552,Both
5919,A398,B119,Both
5920,A908,B936,Both
5921,A836,B905,Both
5922,A483,B837,Both
5923,A824,B555,Both
5924,A581,B537,Both
5925,A993,B81,Both
5926,A237,B183,Both
5927,A954,B799,Both
5928,A333,B880,Both
5929,A591,B792,Both
5930,A798,B397,Both
5931,A650,B430,Both
5932,A154,B66,Both
5933,A420,B300,Both
5934,A635,B357,Both
5935,A552,B150,Both
5936,A582,B142,Both
5937,A997,B635,Both
5938,A942,B15,Both
5939,A87,B429,Both
5940,A362,B172,Both
5941,A441,B453,Both
5942,A988,B242,Both
5943,A557,B732,Both
5944,A892,B651,Both
5945,A112,B520,Both
5946,A632,B858,Both
5947,A636,B827,Both
5948,A9,B941,Both
5949,A6,B95,Both
5950,A721,B518,Both
5951,A135,B343,Both
5952,A239,B445,Both
5953,A744,B938,Both
5954,A267,B778,Both
5955,A435,B203,Both
5956,A129,B915,Both
5957,A791,B930,Both
5958,A968,B119,Both
5959,A128,B511,Both
5960,A814,B461,Both
5961,A817,B537,Both
5962,A945,B225,Both
5963,A533,B861,Both
5964,A467,B222,Both
5965,A16,B291,Both
5966,A298,B847,Both
5967,A441,B166,Both
5968,A335,B463,Both
5969,A962,B270,Both
5970,A60,B510,Both
5971,A488,B884,Both
5972,A392,B182,Both
5973,A652,B744,Both
5974,A357,B868,Both
5975,A205,B348,Both
5976,A735,B14,Both
5977,A366,B64,Both
5978,A26,B542,Both
5979,A91,B327,Both
5980,A215,B901,Both
5981,A971,B737,Both
5982,A483,B388,Both
5983,A496,B90,Both
5984,A210,B476,Both
5985,A736,B332,Both
5986,A131,B491,Both
5987,A811,B203,Both
5988,A372,B89,Both
5989,A181,B896,Both
5990,A772,B941,Both
5991,A214,B876,Both
5992,A259,B979,Both
5993,A266,B876,Both
5994,A811,B998,Both
5995,A781,B289,Both
5996,A407,B214,Both
5997,A72,B205,Both
5998,A520,B166,Both
5999,A914,B185,Both
6000,A222,B936,Both
6001,A65,B683,Both
6002,A189,B307,Both
6003,A227,B475,Both
6004,A28,B744,Both
6005,A701,B311,Both
6006,A531,B602,Both
6007,A513,B51,Both
6008,A318,B539,Both
6009,A421,B954,Both
6010,A780,B580,Both
6011,A648,B784,Both
6012,A182,B179,Both
6013,A513,B347,Both
6014,A319,B172,Both
6015,A642,B250,Both
6016,A743,B793,Both
6017,A930,B754,Both
6018,A446,B857,Both
6019,A527,B869,Both
6020,A151,B663,Both
6021,A269,B807,Both
6022,A72,B395,Both
6023,A377,B696,Both
6024,A827,B755,Both
6025,A755,B975,Both
6026,A619,B286,Both
6027,A303,B592,Both
6028,A617,B39,Both
6029,A415,B491,Both
6030,A541,B111,Both
6031,A195,B807,Both
6032,A431,B320,Both
6033,A540,B146,Both
6034,A53,B769,Both
6035,A570,B751,Both
6036,A93,B876,Both
6037,A635,B152,Both
6038,A100,B776,Both
6039,A314,B999,Both
6040,A787,B378,Both
6041,A377,B865,Both
6042,A65,B915,Both
6043,A691,B706,Both
6044,A484,B560,Both
6045,A256,B17,Both
6046,A532,B965,Both
6047,A332,B51,Both
6048,A498,B951,Both
6049,A218,B655,Both
6050,A632,B989,Both
6051,A65,B93,Both
6052,A431,B126,Both
6053,A515,B798,Both
6054,A983,B436,Both
6055,A939,B145,Both
6056,A738,B725,Both
6057,A681,B7,Both
6058,A213,B612,Both
6059,A475,B727,Both
6060,A366,B920,Both
6061,A468,B839,Both
6062,A506,B763,Both
6063,A746,B763,Both
6064,A67,B783,Both
6065,A624,B565,Both
6066,A615,B251,Both
6067,A179,B242,Both
6068,A903,B621,Both
6069,A879,B573,Both
6070,A887,B985,Both
6071,A955,B538,Both
6072,A554,B554,Both
6073,A767,B375,Both
6074,A945,B71,Both
6075,A560,B888,Both
6076,A983,B96,Both
6077,A712,B813,Both
6078,A931,B597,Both
6079,A918,B241,Both
6080,A955,B194,Both
6081,A677,B45,Both
6082,A455,B234,Both
6083,A414,B646,Both
6084,A628,B37,Both
6085,A967,B796,Both
6086,A318,B707,Both
6087,A606,B938,Both
6088,A172,B889,Both
6089,A228,B253,Both
6090,A6,B446,Both
6091,A184,B188,Both
6092,A766,B800,Both
6093,A784,B967,Both
6094,A817,B464,Both
6095,A710,B378,Both
6096,A208,B444,Both
6097,A862,B143,Both
6098,A923,B354,Both
6099,A545,B852,Both
6100,A335,B915,Both
6101,A164,B765,Both
6102,A865,B269,Both
6103,A301,B221,Both
6104,A380,B511,Both
6105,A120,B957,Both
6106,A587,B700,Both
6107,A594,B812,Both
6108,A813,B38,Both
6109,A404,B310,Both
6110,A60,B677,Both
6111,A416,B831,Both
6112,A196,B172,Both
6113,A644,B921,Both
6114,A659,B209,Both
6115,A822,B389,Both
6116,A782,B29,Both
6117,A49,B415,Both
6118,A628,B164,Both
6119,A96,B719,Both
6120,A376,B178,Both
6121,A110,B898,Both
6122,A602,B262,Both
6123,A1,B915,Both
6124,A566,B474,Both
6125,A302,B693,Both
6126,A58,B955,Both
6127,A179,B453,Both
6128,A536,B677,Both
6129,A459,B954,Both
6130,A731,B95,Both
6131,A994,B84,Both
6132,A708,B709,Both
6133,A462,B613,Both
6134,A617,B473,Both
6135,A191,B450,Both
6136,A163,B47,Both
6137,A724,B152,Both
6138,A393,B575,Both
6139,A635,B305,Both
6140,A591,B830,Both
6141,A805,B104,Both
6142,A369,B517,Both
6143,A279,B139,Both
6144,A349,B960,Both
6145,A739,B258,Both
6146,A649,B858,Both
6147,A192,B555,Both
6148,A256,B761,Both
6149,A296,B266,Both
6150,A806,B63,Both
6151,A225,B79,Both
6152,A193,B838,Both
6153,A155,B596,Both
6154,A633,B197,Both
6155,A903,B920,Both
6156,A341,B343,Both
6157,A625,B967,Both
6158,A876,B632,Both
6159,A907,B506,Both
6160,A654,B83,Both
6161,A287,B84,Both
6162,A542,B525,Both
6163,A67,B967,Both
6164,A857,B147,Both
6165,A984,B729,Both
6166,A569,B111,Both
6167,A610,B535,Both
6168,A895,B194,Both
6169,A180,B717,Both
6170,A810,B241,Both
6171,A436,B276,Both
